   172/999     1.75G   0.01558   0.07294  0.001371   0.08989       668       448    0.9784    0.6258    0.6467    0.5133   0.01084   0.04662  0.001106
   173/999     1.75G   0.01883   0.06828  0.001606   0.08872       725       448    0.9781     0.608    0.6398     0.513   0.01165   0.04751  0.001113
   174/999     1.75G   0.01634   0.06866  0.001478   0.08648       939       448     0.963    0.6229      0.64    0.5202   0.01131   0.04777  0.001165
   175/999     1.75G   0.01485   0.06902  0.000825   0.08469       800       448    0.9578    0.6419    0.6433    0.5099   0.01159   0.04712  0.001123
   176/999     1.75G   0.01571   0.06892  0.001256   0.08589       891       448    0.9584    0.6509    0.6452       0.5   0.01106   0.04683  0.001124
   177/999     1.75G   0.01743   0.06927  0.001573   0.08828       322       448    0.9569    0.6613     0.649    0.5229   0.01067   0.04608  0.001039
   178/999     1.75G   0.01597   0.07096  0.001575    0.0885       820       448    0.9576    0.6421    0.6473    0.5179   0.01139   0.04687  0.001142
   179/999     1.75G    0.0178    0.0668  0.001415   0.08602       675       448    0.9709    0.6351    0.6442    0.5129   0.01175   0.04723  0.001211
   180/999     1.75G   0.01709   0.06866  0.001012   0.08676       665       448    0.9648    0.6527    0.6465    0.5191    0.0108   0.04671  0.001177
   181/999     1.75G   0.01479   0.06936  0.000813   0.08496       707       448    0.9457    0.6515    0.6434    0.4957   0.01079   0.04618  0.001114
   182/999     1.75G    0.0164   0.06899    0.0018   0.08719       572       448    0.9781    0.6527     0.652    0.4936   0.01146   0.04632   0.00106
   183/999     1.75G    0.0198   0.07132  0.001507   0.09263       511       448    0.9795     0.652     0.651    0.5238   0.01078   0.04545  0.001053
   184/999     1.75G   0.01529   0.06939 0.0009536   0.08563       573       448    0.9652    0.6429    0.6481    0.5099   0.01046   0.04588  0.001173
   185/999     1.75G   0.01651   0.06888 0.0009173   0.08631       410       448    0.9796    0.6116     0.645    0.5116    0.0114   0.04694  0.001266
